PG.ProteinGroups,PG.Genes,[1] MEP_mBM_500c_40.raw.PG.Quantity,[2] MEP_mBM_500c_41.raw.PG.Quantity,[3] MEP_mBM_500c_42.raw.PG.Quantity,[4] MEP_mBM_500c_43.raw.PG.Quantity
P53986,Slc16a1,NaN,"6,482,003,784,179,680","226,806,298,828,125","1,826,578,857,421,870"
P53994,Rab2a,"27,027,439,453,125","22,211,294,921,875","1,656,019,140,625","157,146,982,421,875"
P54071,Idh2,"4,304,666,796,875","136,350,029,296,875","16,074,951,171,875","17,165,041,015,625"
P54103,Dnajc2,NaN,"176,666,455,078,125","19,384,111,328,125","3,802,112,060,546,870"
P54116,Stom,"383,127,685,546,875","103,540,146,484,375","10,086,451,171,875","516,424,755,859,375"
P54227,Stmn1,"651,865,966,796,875","566,359,453,125","5,274,593,359,375","84,112,125"
P54276,Msh6,NaN,"510,236,474,609,375","654,864,697,265,625","93,965,322,265,625"
P54726,Rad23a,NaN,"3,633,229,248,046,870","17,378,082,275,390,600","253,452,490,234,375"
P54728,Rad23b,"599,564,501,953,125","136,053,193,359,375","107,073,701,171,875","13,545,884,765,625"
P54731,Faf1,"3,859,272,766,113,280",NaN,"4,261,366,271,972,650",NaN
P54751,St3gal1,"834,485,546,875",NaN,NaN,NaN
P54754,Ephb3,"16,806,890,625",NaN,NaN,NaN
P54775,Psmc4,"17,122,646,484,375","4,220,678,125","3,114,853,515,625","438,095,625"
P54822,Adsl,NaN,"10,799,521,484,375","8,718,955,078,125","16,485,646,484,375"
P54823,Ddx6,"17,272,496,337,890,600","20,159,520,263,671,800","18,025,096,435,546,800","3,873,270,263,671,870"
P56135,Atp5j2,"2,682,215,576,171,870","1,678,237,890,625","22,895,728,515,625","19,711,958,984,375"
P56371,Rab4a,"1,695,200,927,734,370",NaN,"8,734,671,020,507,810",NaN
P56376,Acyp1,NaN,"14,004,009,765,625","984,792,578,125","105,736,220,703,125"
P56392,Cox7a1,NaN,NaN,"16,983,216,552,734,300","12,338,267,822,265,600"
P56395,Cyb5a,"144,821,181,640,625","37,010,171,875","743,904,931,640,625","35,947,576,904,296,800"
P56399,Usp5,"28,127,443,359,375","19,251,953,125","15,409,716,796,875","17,828,123,046,875"
P56480,Atp5b,"4,392,926,953,125","219,147,015,625","26,836,578,125","192652,5"
P56542,Dnase2,NaN,"410,977,099,609,375","2,406,578,369,140,620","2,235,808,349,609,370"
P56677,St14,"355,791,845,703,125",NaN,NaN,NaN
P56812,Pdcd5,NaN,"1,574,968,359,375","3,459,535,888,671,870","9,542,224,609,375"
P56873,Sssca1,NaN,"331,905,908,203,125","3,389,951,416,015,620","4,857,900,390,625"
P56959,Fus,"60,443,837,890,625","29,659,939,453,125","21,482,392,578,125","36,177,890,625"
P56960,Exosc10,NaN,"58,085,966,796,875","7,341,498,046,875","623,151,611,328,125"
P57759,Erp29,"90,110,537,109,375","14,308,283,203,125","14,940,236,328,125","121,020,546,875"
P57776;P57776-2,Eef1d,"116,232,197,265,625","138,247,421,875","1,008,327,109,375","12,367,128,125"
P57780,Actn4,"720,435,859,375","31,980,380,859,375","16,608,642,578,125","1,353,669,140,625"
P57784,Snrpa1,"653,316,455,078,125","1,966,212,109,375","180,123,671,875","1,858,295,703,125"
P58021,Tm9sf2,NaN,"2,320,443,115,234,370","2,688,277,587,890,620","15,470,064,697,265,600"
P58044,Idi1,NaN,"449,198,388,671,875",NaN,"610,097,412,109,375"
P58059,Mrps21,NaN,NaN,"11,407,874,755,859,300","15,773,604,736,328,100"
P58242,Smpdl3b,"8,813,247,680,664,060",NaN,"10,228,848,457,336,400","1,549,416,422,843,930"
P58252,Eef2,"24,803,921,875","191,073,609,375","165,720,015,625","2,210,926,875"
P58281;P58281-2,Opa1,NaN,NaN,"11,440,496,826,171,800","16,719,193,115,234,300"
P58321;Q9JKB1,Uchl4;Uchl3,"3,424,476,806,640,620","5,718,994,140,625","2,469,157,958,984,370","4,691,544,921,875"
P58389,Ptpa,"151,999,462,890,625","1,739,007,421,875","17,781,609,375","28,258,130,859,375"
P58771,Tpm1,"700,450,625","5,006,864,453,125","2,714,483,125","3,131,283,203,125"
P58774,Tpm2,"16,838,396,484,375","803,197,705,078,125","5,064,675,390,625","576,236,865,234,375"
P58871,Tnks1bp1,"3,008,636,474,609,370",NaN,NaN,NaN
P59048,Pdrg1,NaN,NaN,NaN,"1,153,999,267,578,120"
P59235,Nup43,"4,964,902,038,574,210","177,388,427,734,375","2,658,990,478,515,620","2,428,433,349,609,370"
P59242;P59242-2,Cgn,"161,492,080,078,125",NaN,"102,936,865,234,375",NaN
P59325,Eif5,NaN,"15,805,107,421,875","129,716,884,765,625","32,325,787,109,375"
P59708,Sf3b6,"36,221,162,109,375","608,972,802,734,375","44,150,419,921,875","94,242,451,171,875"
P59999,Arpc4,"6,202,715,625","770,535,546,875","451,828,046,875","417,106,328,125"
P60060,Sec61g,NaN,"5,860,260,620,117,180","1,353,130,126,953,120","170,722,314,453,125"
P60122,Ruvbl1,"147,970,283,203,125","20,077,302,734,375","188,313,671,875","28,607,111,328,125"
P60202,Plp1,"1,415,370,849,609,370","19,675,626,220,703,100","2,533,418,701,171,870","12,152,410,888,671,800"
P60229,Eif3e,"61,110,205,078,125","789,160,693,359,375","10,356,646,484,375","1,317,441,015,625"
P60335,Pcbp1,"666,693,515,625","463,611,796,875","5,438,848,046,875","61,494,859,375"
P60670;P60670-2,Nploc4,"2,113,820,068,359,370","1,451,672,119,140,620","12,087,969,970,703,100","194,212,353,515,625"
P60710;P63260,Actb;Actg1,"1,591,079,125","1778418,75","7,396,846,875","1,222,856,625"
P60764;P63001;Q05144,Rac3;Rac1;Rac2,"2,543,990,478,515,620",NaN,NaN,NaN
P60766,Cdc42,"1,301,887,109,375","4,008,862,109,375","1,145,149,609,375","69,379,658,203,125"
P60824,Cirbp,"42,015,703,125","161,598,291,015,625",NaN,"123,535,615,234,375"
P60843,Eif4a1,"20,090,015,625","681,441,484,375","72,362,515,625","99,681,796,875"
P60867,Rps20,"2,130,930,419,921,870","238,918,701,171,875","1,814,146,240,234,370","2,870,784,423,828,120"
P60898,Polr2i,NaN,"457,428,173,828,125","28,878,896,484,375","2,433,071,044,921,870"
P61021,Rab5b,"1,627,742,578,125",NaN,"2,036,056,884,765,620","27,044,269,561,767,500"
P61022,Chp1,"2,058,703,369,140,620","434,902,685,546,875","13,338,968,505,859,300","8,052,012,939,453,120"
P61027,Rab10,NaN,"112,425,625",NaN,"16,891,478,515,625"
P61028,Rab8b,NaN,NaN,"17,213,963,623,046,800",NaN
P61079;P62838;Q6ZWY6,Ube2d3;Ube2d2;Ube2d2b,"15,590,201,171,875",NaN,"13,571,451,416,015,600","2,389,802,490,234,370"
P61082,Ube2m,"45,574,091,796,875","480,256,884,765,625","601,951,416,015,625","953,494,140,625"
P61087,Ube2k,"488,442,041,015,625","17,010,046,875","132,440,126,953,125","167,633,359,375"
P61089,Ube2n,"467,550,390,625","49,788,076,171,875","43,105,966,796,875","5,410,275,390,625"
P61161,Actr2,"400,457,421,875","4,650,005,859,375","32,035,216,796,875","385,956,484,375"
P61164,Actr1a,"113,314,267,578,125","641,970,556,640,625","547,382,080,078,125","730,878,076,171,875"
P61166,Tmem258,"1,798,383,544,921,870",NaN,NaN,NaN
P61205;P84078,Arf3;Arf1,"3,610,741,015,625","23,972,803,125","822,313,984,375","1,000,512,890,625"
P61211,Arl1,"2,064,345,947,265,620","536,350,146,484,375","36,367,744,140,625","57,469,248,046,875"
P61222,Abce1,"5,957,705,078,125","2,340,614,453,125","206,327,109,375","2,676,416,015,625"
P61226,Rap2b,"244,136,083,984,375","533,698,046,875","3,899,359,375","28,364,443,359,375"
P61255,Rpl26,"6,303,880,004,882,810","2,965,305,078,125","3,495,961,328,125","4,870,166,796,875"
P61290,Psme3,"34,154,421,875","75,144,931,640,625","561,101,171,875","84,288,662,109,375"
P61327,Magoh,"511,449,609,375","12,434,908,203,125","11,687,015,625","154,992,099,609,375"
P61358,Rpl27,"160,429,404,296,875","3,516,303,125","3,300,003,125","5,157,746,484,375"
P61514,Rpl37a,"16,476,234,130,859,300","4,688,287,109,375","1,030,348,388,671,870","2,299,676,025,390,620"
P61620,Sec61a1,NaN,"817,667,724,609,375","801,944,580,078,125","9,300,797,119,140,620"
P61759,Vbp1,NaN,NaN,"1,798,109,130,859,370",NaN
P61804,Dad1,"17,845,452,880,859,300","3,386,137,939,453,120","56,631,044,921,875","6,995,314,453,125"
P61924,Copz1,"111,761,826,171,875","806,337,353,515,625","568,068,359,375","654,075,146,484,375"
P61957;Q9Z172;Q9Z172-2,Sumo2;Sumo3;Sumo3,"170,982,265,625","30,433,603,515,625","2,285,747,265,625","331,878,359,375"
P61961,Ufm1,NaN,NaN,"333,760,595,703,125","715,564,501,953,125"
P61965,Wdr5,"6,193,621,215,820,310","3,773,657,958,984,370","3,003,431,396,484,370","3,989,466,796,875"
P61971,Nutf2,"1,142,818,359,375","593,117,578,125","41,752,578,125","6,170,826,171,875"
P61979;P61979-2;P61979-3,Hnrnpk,"8,627,123,046,875","6,325,837,109,375","461,756,640,625","69,088,765,625"
P61982,Ywhag,"952,734,140,625","48,501,234,375","31,726,517,578,125","394,142,734,375"
P62071,Rras2,"25,308,974,609,375","11,107,633,056,640,600","36,383,245,849,609,300",NaN
P62075,Timm13,NaN,"445,700,390,625","574,320,654,296,875","600,182,177,734,375"
P62082,Rps7,"7,111,041,259,765,620","82,017,314,453,125","105,602,236,328,125","81,954,609,375"
P62137,Ppp1ca,"113,890,908,203,125","914,843,359,375","9,801,681,640,625","129,828,125"
P62141,Ppp1cb,"3,336,632,568,359,370","1,958,913,671,875","2,012,533,984,375","39778,75"
P62192,Psmc1,"3,219,311,767,578,120","113,675,244,140,625","135,032,353,515,625","16,986,341,796,875"
P62196,Psmc5,"7,779,630,859,375","8,040,716,796,875","634,017,529,296,875","670,007,373,046,875"
P62242,Rps8,"28,414,447,265,625","1,176,438,125","104,782,265,625","138,245,984,375"
P62245,Rps15a,"104,804,580,078,125","3,383,005,078,125","5,851,303,515,625","967,835,546,875"
P62257,Ube2h,"8,020,975,341,796,870","2,148,974,853,515,620",NaN,"3,231,033,935,546,870"
P62259,Ywhae,"1,034,714,609,375","12,272,371,875","775,965,625","1,091,056,171,875"
P62264,Rps14,"793,327,978,515,625","5,632,168,359,375","44,507,828,125","6,301,588,671,875"
P62267,Rps23,"1,268,564,208,984,370","3,414,561,328,125","273,830,625","44,061,625"
P62270,Rps18,"73,191,845,703,125","734,536,796,875","688,539,453,125","97,718,140,625"
P62281,Rps11,"45,202,060,546,875","157,255,849,609,375","15,936,341,796,875","24,301,376,953,125"
P62301,Rps13,"11,596,275,390,625","5,678,898,828,125","716,352,421,875","10,171,365,625"
P62305,Snrpe,"4,449,259,765,625","100,232,255,859,375","2,931,587,890,625","21,243,806,640,625"
P62307,Snrpf,"83,078,046,875","91,803,603,515,625","4,006,066,650,390,620","615,055,908,203,125"
P62309,Snrpg,"1,291,571,484,375","236,502,490,234,375","58,800,751,953,125","14,042,990,234,375"
P62311,Lsm3,"98,202,939,453,125","1,326,834,375","102,779,111,328,125","107,484,462,890,625"
P62313,Lsm6,"22,703,359,375","2,829,034,423,828,120","212,028,173,828,125","3,348,478,271,484,370"
P62315,Snrpd1,"24,652,216,796,875","70,073,173,828,125","541,651,171,875","68,812,568,359,375"
P62317,Snrpd2,"7,930,126,953,125","5,215,621,484,375","3,710,412,109,375","5,445,412,890,625"
P62320,Snrpd3,"3,153,492,578,125","38,942,453,125","4,424,918,359,375","5,215,195,703,125"
P62331,Arf6,"6,553,384,765,625","129,387,158,203,125","176,170,703,125","101,590,986,328,125"
P62334,Psmc6,"2,295,159,375","10,434,845,703,125","501,544,677,734,375","63,195,087,890,625"
P62627,Dynlrb1,"46,232,841,796,875","481,333,984,375","59,237,587,890,625","704,737,353,515,625"
P62631,Eef1a2,NaN,NaN,"6,245,568,237,304,680",NaN
P62702,Rps4x,"2,361,104,296,875","3,500,838,671,875","3,603,540,234,375","55,336,734,375"
P62715;P63330,Ppp2cb;Ppp2ca,"21,461,521,484,375","24,634,158,203,125","1,416,504,296,875","22,578,697,265,625"
P62717,Rpl18a,NaN,"162,159,091,796,875","48,193,681,640,625","48,505,908,203,125"
P62743,Ap2s1,"325,133,984,375","671,259,130,859,375","470,502,783,203,125","40,324,296,875"
P62748,Hpcal1,"13,305,009,765,625",NaN,NaN,NaN
P62751,Rpl23a,"172,152,421,875","14,283,103,125","1,255,890,234,375","19,709,815,625"
P62754,Rps6,"27,007,529,296,875","86,330,921,875","770,926,484,375","127,337,078,125"
P62761,Vsnl1,"17,041,156,005,859,300",NaN,"5,857,149,047,851,560",NaN
P62774,Mtpn,"14,814,310,546,875","16,157,732,421,875","8,101,154,296,875","110,063,203,125"
P62806,Hist1h4a,681848,"2745986,75","4149415,5","3582364,25"
P62814,Atp6v1b2,"6,327,626,953,125","153,426,953,125","10,327,107,421,875","14,176,896,484,375"
P62821,Rab1A,"1,012,061,796,875","3,203,343,359,375","30,412,376,953,125","281,310,703,125"
P62827,Ran,"4,019,340,625","876,944,609,375","78,141,953,125","998,331,171,875"
P62830,Rpl23,"490,492,041,015,625",NaN,NaN,NaN
P62835;Q99JI6,Rap1a;Rap1b,"559,383,046,875","32,527,279,296,875","2,266,060,546,875","32,322,052,734,375"
P62843,Rps15,"98,007,314,453,125","51,855,359,375","4,532,187,890,625","851,195,390,625"
P62852,Rps25,"17,652,275,390,625","869,136,171,875","949,582,578,125","138,350,015,625"
P62858,Rps28,"10,042,169,921,875","48,172,359,375","5,564,073,828,125","690,351,015,625"
P62862,Fau,NaN,"387,229,736,328,125","2,926,822,509,765,620","63,441,982,421,875"
P62869,Elob,NaN,"442,747,998,046,875","623,527,685,546,875","492,934,228,515,625"
P62880,Gnb2,"440,626,015,625","18,333,080,078,125","146,831,376,953,125","1,555,321,875"
P62889,Rpl30,"3,000,209,228,515,620","25,554,310,546,875","2,550,530,078,125","3,793,043,359,375"
P62892,Rpl39,NaN,"469,389,111,328,125","8,487,861,328,125","20,939,548,828,125"
P62897,Cycs,"49,315,703,125","11,675,994,140,625","789,086,376,953,125","92,630,810,546,875"
P62900,Rpl31,NaN,"137,214,873,046,875","10,576,412,109,375","18,699,658,203,125"
P62908,Rps3,"6,447,587,890,625","133,473,890,625",131267,"196,892,921,875"
P62911,Rpl32,"3,432,516,875","92,244,677,734,375","14,509,693,359,375","23,057,607,421,875"
P62915,Gtf2b,NaN,"2,750,556,640,625","37,875,482,177,734,300","230,636,181,640,625"
P62918,Rpl8,"759,301,953,125","31,691,556,640,625","28,143,873,046,875","40,135,828,125"
P62960,Ybx1,"3,046,953,857,421,870","3,340,890,625","28,436,369,140,625","5,137,754,296,875"
P62962,Pfn1,"3,991,827,734,375","136426,25","82,027,421,875","949,619,375"
P62996,Tra2b,"6,643,947,143,554,680",NaN,NaN,NaN
P63005,Pafah1b1,"101,880,263,671,875","108,204,375","615,665,625","7,694,193,359,375"
P63017,Hspa8,"3,550,458,125","6,352,298,125","6,850,296,875","791003,75"
P63024;P63044,Vamp3;Vamp2,"3,734,725,341,796,870",NaN,"1,046,287,353,515,620","80,877,099,609,375"
P63028,Tpt1,"370,242,734,375","20,551,583,984,375","2,027,826,953,125","18,816,060,546,875"
P63037,Dnaja1,NaN,"161,331,533,203,125","136,452,666,015,625","16,184,296,875"
P63038,Hspd1,"3,712,103,515,625","91,887,640,625","106,229,609,375","1,451,473,125"
P63073,Eif4e,"10,020,958,251,953,100","114,839,736,328,125","118,499,326,171,875","115,254,091,796,875"
P63085,Mapk1,"182,470,234,375","112,578,603,515,625","83,622,392,578,125","11,298,248,046,875"
P63087;P63087-2,Ppp1cc,"3,988,844,970,703,120","2,790,689,208,984,370","2,274,233,642,578,120","37,186,064,453,125"
P63094;P63094-2;Q6R0H7;Q6R0H7-4,Gnas,"19,175,408,203,125","2,871,376,953,125","22,582,521,057,128,900","1,311,317,138,671,870"
P63101,Ywhaz,"30,061,740,625","1,291,646,953,125","633,337,265,625","78,840,375"
P63154,Crnkl1,NaN,"7,391,868,286,132,810","7,205,733,642,578,120","8,919,729,614,257,810"
P63158,Hmgb1,"18,779,912,109,375","19,587,794,921,875","28,653,052,734,375","572,249,609,375"
P63166,Sumo1,NaN,"14,812,892,150,878,900","6,367,404,174,804,680","19,881,692,504,882,800"
P63168,Dynll1,"30,024,962,890,625",NaN,"52,322,998,046,875",NaN
P63242,Eif5a,"12,179,271,484,375","64,117,890,625","5,845,155,859,375","587,751,875"
P63276,Rps17,NaN,"182,441,943,359,375","1,183,541,015,625","13,067,490,234,375"
P63280,Ube2i,"3,954,476,806,640,620",NaN,"300,903,076,171,875","3,967,718,505,859,370"
P63321;Q9JIW9,Rala;Ralb,"3,283,097,412,109,370","227,270,859,375","2,503,986,328,125","1,912,279,052,734,370"
P63323,Rps12,"371,251,123,046,875","2,336,203,515,625","28,821,046,875","56,113,875"
P63325,Rps10,"49,207,685,546,875","141,435,361,328,125","27,401,158,203,125","461,589,765,625"
P63328;P63328-2,Ppp3ca,"2,762,439,453,125","460,727,978,515,625","292,900,732,421,875","2,393,700,927,734,370"
P67778,Phb,"5,360,997,265,625","455,237,890,625","456,370,703,125","4,494,714,453,125"
P67871,Csnk2b,"454,038,623,046,875",NaN,NaN,NaN
P67984,Rpl22,"30,132,705,078,125","459,930,625","687,754,921,875","1,177,640,390,625"
P68033,Actc1,"2343856,75","2004245,5","2194575,75","1,366,353,625"
P68037,Ube2l3,NaN,"573,790,625","410,610,791,015,625","6,508,921,875"
P68040,Rack1,"30,463,125","6,103,107,421,875","5,320,168,359,375","111,847,109,375"
P68134,Acta1,"21,060,028,076,171,800","28,467,287,063,598,600","434,978,271,484,375","2,040,702,362,060,540"
P68181;P68181-2;P68181-3;P68181-4,Prkacb,"89,785,078,125",NaN,NaN,"2,939,317,626,953,120"
P68254;P68254-2,Ywhaq,"132,955,234,375","2,905,360,546,875","20,170,646,484,375","32,423,228,515,625"
P68368,Tuba4a,"279,253,828,125","244,419,140,625","1,996,321,875","358,053,125"
P68372,Tubb4b,"249,706,640,625","358463,75","195,144,375","27,383,128,125"
P68510,Ywhah,"590,666,943,359,375","4,294,846,484,375","3,201,754,296,875","3,106,644,140,625"
P69566,Ranbp9,"19,526,561,279,296,800",NaN,NaN,NaN
P70122,Sbds,"499,776,611,328,125","508,466,064,453,125","3,602,210,205,078,120","630,803,173,828,125"
P70124,Serpinb5,"665,607,763,671,875","3,587,697,509,765,620","4,476,828,384,399,410","1,950,505,859,375"
P70158,Smpdl3a,NaN,"14,746,219,482,421,800","1,557,925,537,109,370","13,784,696,044,921,800"
P70168,Kpnb1,"5,140,689,453,125","1,527,295,703,125","149,305,537,109,375","17,488,923,828,125"
P70175,Dlg3,"2,128,394,775,390,620",NaN,NaN,NaN
P70186,Epyc,NaN,NaN,NaN,"19,042,828,369,140,600"
P70195,Psmb7,"263,206,953,125","114,333,388,671,875","105,489,453,125","12,016,591,796,875"
P70227,Itpr3,"11,566,241,455,078,100",NaN,NaN,NaN
P70257;P70257-1;P70257-2,Nfix,NaN,"3,437,967,834,472,650","11,144,085,693,359,300","5,001,473,693,847,650"
P70269,Ctse,NaN,"376,864,794,921,875","77,993,466,796,875","11,539,775,390,625"
P70280,Vamp7,NaN,NaN,"11,316,763,162,612,900","8,347,921,752,929,680"
P70288,Hdac2,NaN,"3,628,102,294,921,870","433,638,427,734,375","572,519,482,421,875"
P70290,Mpp1,NaN,"734,760,009,765,625","189,328,359,375","577,159,033,203,125"
P70296,Pebp1,"5,411,037,109,375","135,045,796,875","932,815,546,875","13,220,134,375"
P70302,Stim1,NaN,"2,153,681,640,625","229,404,931,640,625","15,239,990,234,375"
P70303;P70303-2;P70303-3,Ctps2,NaN,NaN,"63,570,751,953,125","699,573,974,609,375"
P70318,Tial1,"108,594,736,328,125","526,422,607,421,875","327,416,845,703,125","687,833,740,234,375"
P70333,Hnrnph2,"130,704,697,265,625","3,445,441,162,109,370","2,543,339,599,609,370","2,541,536,376,953,120"
P70335;P70335-2,Rock1,"22,364,935,546,875","460,529,248,046,875","23,667,685,546,875","5,905,345,458,984,370"
P70340;P97454,Smad1;Smad5,"32,096,685,791,015,600",NaN,NaN,NaN
P70349,Hint1,"7,058,331,909,179,680","5,018,096,875","4,063,720,703,125","357,992,109,375"
P70362,Ufd1,"466,285,693,359,375","2,677,651,611,328,120","426,559,228,515,625","3,900,887,451,171,870"
P70372,Elavl1,"732,509,521,484,375","2,881,703,515,625","21,489,326,171,875","30,972,765,625"
P70388;P70388-2,Rad50,"1,244,205,859,375","13,018,255,615,234,300","198,505,810,546,875","3,222,994,140,625"
P70398,Usp9x,"2,419,353,759,765,620","3,419,015,625","2,944,307,373,046,870","286,724,462,890,625"
P70404,Idh3g,"24,105,970,703,125","10,891,921,875","1,531,848,046,875","129,737,763,671,875"
P70419,Galnt3,"70,245,849,609,375",NaN,NaN,NaN
P70441,Slc9a3r1,"1,566,026,611,328,120","16,561,578,125","5,668,134,765,625","5,526,560,546,875"
P70452,Stx4,"1,535,299,609,375","382,265,625",NaN,"5,554,204,711,914,060"
P70670,Naca,"68,551,125","1,119,887,734,375","6,431,831,640,625","25,559,284,375"
P70677,Casp3,"29,849,146,875","24,806,609,375","3,365,998,046,875","3,747,696,484,375"
P70697,Urod,"24,729,341,796,875","46,554,755,859,375","252,950,390,625","302,645,166,015,625"
P70698,Ctps1,NaN,NaN,"11,497,120,361,328,100","227,443,505,859,375"
P70699,Gaa,"565,768,359,375","16,801,644,287,109,300","13,529,212,646,484,300","8,669,125,366,210,930"
P80313,Cct7,"14,860,443,359,375","5,248,348,828,125","5,046,195,703,125","714,799,765,625"
P80314,Cct2,"16,825,466,796,875","347,861,171,875","30,734,630,859,375","3,622,738,671,875"
P80315,Cct4,"21,818,986,328,125","3,567,987,109,375","3,481,826,953,125","4,463,288,671,875"
P80316,Cct5,"2,842,409,375","562,798,984,375","5,603,330,859,375","5,435,871,875"
P80317,Cct6a,"86,673,662,109,375","4,421,971,875","379,543,046,875","607,060,390,625"
P80318,Cct3,"4,181,519,921,875","794,036,953,125","688,076,953,125","99,029,921,875"
P81117,Nucb2,"410,620,859,375","54,857,421,875",NaN,NaN
P83510;P83510-2;P97820;Q9JM52;Q9JM52-2;Q9JM52-3,Tnik;Tnik;Map4k4;Mink1;Mink1;Mink1,"457,303,857,421,875","262,127,880,859,375",NaN,NaN
P83870,Phf5a,"10,098,677,978,515,600","25,743,349,609,375","270,364,306,640,625","385,079,443,359,375"
P83887;Q8VCK3,Tubg1;Tubg2,"3,896,446,533,203,120","15,217,890,625","1,821,627,197,265,620","15,310,303,955,078,100"
P84089,Erh,"10,598,103,515,625","4,067,980,859,375","3,800,140,625","5,733,293,359,375"
P84091,Ap2m1,"6,128,726,806,640,620","40,729,736,328,125",NaN,"379,978,515,625"
P84096,Rhog,"86,055,693,359,375","400,548,046,875",NaN,NaN
P84099,Rpl19,NaN,"678,112,109,375","138,380,634,765,625","19,849,919,921,875"
P84104;P84104-2,Srsf3,"15,360,899,658,203,100","21,507,166,015,625","4,168,222,265,625","68,256,875"
P97298,Serpinf1,"584,701,904,296,875","32,931,591,796,875","462,833,349,609,375","270,018,994,140,625"
P97304,Polr1d,NaN,NaN,"14,386,241,455,078,100","2,007,958,984,375"
P97310,Mcm2,"24,555,626,953,125","40,822,046,875","3,665,439,453,125","5,206,923,046,875"
P97311,Mcm6,"14,651,123,046,875","23,868,015,625","17,316,439,453,125","26,736,138,671,875"
P97313,Prkdc,"1,025,223,388,671,870",NaN,NaN,NaN
P97315,Csrp1,"45,566,240,234,375","3,854,927,001,953,120","9,833,306,274,414,060","2,446,916,015,625"
P97350,Pkp1,"1,775,865,625","25,613,298,828,125","592,967,890,625",NaN
P97351,Rps3a,"107,274,951,171,875","65,420,015,625","4,466,591,015,625","72,536,203,125"
P97355,Sms,"26,332,060,546,875","814,167,236,328,125",NaN,"49,441,748,046,875"
P97364,Sephs2,"662,149,658,203,125","19,807,350,158,691,400","8,853,194,427,490,230","22,185,589,599,609,300"
P97369,Ncf4,NaN,"1,191,078,125","10,048,078,002,929,600","6,537,944,946,289,060"
P97370,Atp1b3,NaN,"2,128,289,306,640,620","2,840,877,197,265,620","25,445,078,125"
P97371,Psme1,"13,918,375","363,789,140,625","20,316,875","25,737,640,625"
P97372,Psme2,"2,906,410,400,390,620","157,112,255,859,375","9,882,978,515,625","121,689,091,796,875"
P97376,Frg1,NaN,"3,089,377,685,546,870","557,164,404,296,875","4,423,958,984,375"
P97384,Anxa11,"19,852,689,453,125","101,084,208,984,375","770,060,986,328,125","626,893,994,140,625"
P97390,Vps45,"29,973,876,953,125",NaN,NaN,"6,390,140,991,210,930"
P97401,Frzb,"3,901,500,244,140,620","59,264,755,859,375",NaN,NaN
P97429,Anxa4,"25,255,197,265,625","531,026,708,984,375","429,834,619,140,625","4,541,484,375"
P97447;P97447-2,Fhl1,NaN,NaN,"1,380,763,916,015,620",NaN
P97449,Anpep,"532,822,119,140,625",NaN,"112,529,833,984,375","3,438,212,585,449,210"
P97450,Atp5j,NaN,"139,403,125","15,427,302,734,375","22,227,490,234,375"
P97457,Mylpf,"10,404,138,671,875","30,682,197,265,625","28,109,790,625","114,352,060,546,875"
P97461,Rps5,NaN,"18,578,856,201,171,800","257,349,609,375","51,323,916,015,625"
P97467,Pam,"2,282,926,513,671,870","1,005,034,423,828,120","3,507,049,255,371,090",NaN
P97470,Ppp4c,"3,105,731,201,171,870",NaN,"200,737,841,796,875","2,859,751,220,703,120"
P97494,Gclc,"730,607,421,875","387,939,208,984,375","139,718,994,140,625","2,443,525,390,625"
P97496;P97496-2,Smarcc1,"691,242,236,328,125","3,923,547,119,140,620","42,111,552,734,375","635,010,791,015,625"
P97765;P97765-2,Wbp2,"1,182,748,046,875",NaN,NaN,NaN
P97807;P97807-2,Fh,"4,652,015,234,375","2,557,908,203,125","2,966,613,671,875","340,098,984,375"
P97821,Ctsc,NaN,"2,661,796,875","19,717,111,328,125","116,121,494,140,625"
P97822;P97822-2,Anp32e,NaN,"389,568,212,890,625","469,399,169,921,875","84,491,689,453,125"
P97823;P97823-2,Lypla1,"79,165,171,875","15,791,921,875","14,897,119,140,625","17,150,689,453,125"
P97825,JPT1,"682,849,609,375","485,792,333,984,375","34,242,890,625","572,856,884,765,625"
P97855,G3bp1,"11,390,263,671,875","25,374,990,234,375","2,378,958,984,375","28,925,505,859,375"
P97864,Casp7,"79,807,861,328,125",NaN,"4,613,265,380,859,370","38,955,224,609,375"
P97930,Dtymk,"1,040,524,169,921,870","749,695,947,265,625","103,403,974,609,375","129,131,650,390,625"
P99024,Tubb5,"153,974,796,875","51,699,496,875","40,745,690,625","5,425,406,875"
P99026,Psmb4,"7,093,303,125","6,078,237,890,625","4,012,894,140,625","3,987,680,859,375"
P99027,Rplp2,"6,139,889,453,125","172,297,703,125","1,077,285,546,875","237,059,625"
P99029;P99029-2,Prdx5,"282,891,953,125","25,915,232,421,875","17,453,416,015,625","102,397,197,265,625"
Q00493,Cpe,"2,622,867,578,125","404,008,642,578,125",NaN,NaN
Q00519,Xdh,"7,010,130,004,882,810","46,871,796,875",NaN,NaN
Q00612,G6pdx,"370,198,203,125","221,331,875","18,537,671,875","1,429,153,515,625"
Q00623,Apoa1,NaN,"806,250,048,828,125","74,753,203,125","11,032,513,671,875"
Q00651,Itga4,NaN,"5,008,387,756,347,650","71,811,962,890,625","6,266,275,024,414,060"
Q00897,Serpina1d,NaN,"17,296,558,837,890,600","4,367,870,703,125","546,728,759,765,625"
Q00PI9,Hnrnpul2,"14,853,121,337,890,600","33,092,373,046,875","1,639,002,685,546,870","30,773,564,453,125"
