PG.ProteinGroups,PG.Genes,[1] MEP_mBM_500c_40.raw.PG.Quantity,[2] MEP_mBM_500c_41.raw.PG.Quantity,[3] MEP_mBM_500c_42.raw.PG.Quantity,[4] MEP_mBM_500c_43.raw.PG.Quantity
Q78IK4,Apool,NaN,"6,233,618,774,414,060","1,365,572,998,046,870","8,770,786,743,164,060"
Q78JN3;Q9WUR2;Q9WUR2-2,Eci3;Eci2;Eci2,NaN,"5,917,360,229,492,180","9,348,851,928,710,930","6,372,786,254,882,810"
Q78PY7,Snd1,"133,218,837,890,625","17,809,224,609,375","12,466,923,828,125","205,019,609,375"
Q78ZA7,Nap1l4,"51,962,265,625","22,817,771,484,375","19,910,091,796,875","27,671,158,203,125"
Q791V5,Mtch2,"4,182,720,703,125","39,595,244,140,625","374,241,455,078,125","411,068,896,484,375"
Q7M6Y3;Q7M6Y3-2;Q7M6Y3-3;Q7M6Y3-4;Q7M6Y3-5;Q7M6Y3-6,Picalm,NaN,"6,916,537,109,375","49,424,482,421,875","6,654,658,203,125"
Q7M760,Zranb1,NaN,"155,676,474,609,375","13,182,265,625","4,449,914,455,413,810"
Q7SIG6,Asap2,"1,397,222,265,625","2,430,344,140,625","149,819,109,375","1,411,397,705,078,120"
Q7TMB8,Cyfip1,"24,400,654,296,875","3,657,772,216,796,870","250,036,572,265,625","305,903,271,484,375"
Q7TMK9;Q7TMK9-2,Syncrip,"330,532,109,375","4,191,383,203,125","3,421,305,859,375","5,014,212,109,375"
Q7TMM9,Tubb2a,"99,253,703,125","103,027,328,125","5,858,318,359,375","6,466,982,421,875"
Q7TMQ7,Wdr91,"28,498,089,599,609,300",NaN,NaN,NaN
Q7TMR0,Prcp,NaN,"59,908,193,359,375","699,260,205,078,125","293,826,123,046,875"
Q7TMY8;Q7TMY8-3,Huwe1,"101,164,990,234,375","130,386,474,609,375","866,382,568,359,375","4,526,725,158,691,400"
Q7TN22;Q7TN22-2,Txndc16,"8,937,861,328,125",NaN,NaN,NaN
Q7TN29;Q7TN29-2,Smap2,"454,934,033,203,125","494,979,443,359,375","411,389,111,328,125","382,407,373,046,875"
Q7TNC4;Q7TNC4-2;Q7TNC4-3;Q7TNC4-4,Luc7l2,"3,163,147,216,796,870","91,300,966,796,875","1,092,345,703,125","145,930,146,484,375"
Q7TNG5;Q7TNG5-2,Eml2,"3,402,646,240,234,370","3,459,219,970,703,120","318,061,669,921,875","2,357,586,181,640,620"
Q7TNV0,Dek,"5,156,776,171,875","48,086,796,875","143,325,859,375","20,463,446,875"
Q7TPC1,Cdsn,"38,842,587,890,625","44,342,578,125","38,703,359,375",NaN
Q7TPR4,Actn1,"6,178,601,953,125","76,797,515,625","2,529,627,734,375","20,882,505,859,375"
Q7TPV4,Mybbp1a,NaN,"16,678,421,875","12,908,640,625","2,017,967,578,125"
Q7TQ48;Q7TQ48-2,Srl,NaN,NaN,"72,184,208,984,375","3,813,521,240,234,370"
Q7TQA3,Sdr16c5,"2,072,843,994,140,620","3,785,098,876,953,120",NaN,NaN
Q7TQH0;Q7TQH0-2;Q7TQH0-3,Atxn2l,NaN,"8,416,923,828,125","12,996,888,427,734,300","2,768,020,751,953,120"
Q7TQI3,Otub1,"86,926,103,515,625","19,212,701,171,875","967,605,859,375","15,146,474,609,375"
Q7TSC1,Prrc2a,NaN,"2,375,557,861,328,120","17,579,139,404,296,800","217,533,349,609,375"
Q7TSE6;Q7TSE6-2,Stk38l,"47,805,194,091,796,800",NaN,NaN,NaN
Q7TSF1,Dsg1b,"5,027,426,953,125","662,512,109,375","6,055,930,078,125","278,676,416,015,625"
Q7TSI3,Ppp6r1,NaN,"17,719,593,505,859,300","18,438,184,814,453,100","12,376,087,646,484,300"
Q7TSV4,Pgm2,"90,331,064,453,125","63,594,453,125","2,969,288,818,359,370","3,864,714,599,609,370"
Q7TT37,Elp1,NaN,"722,641,845,703,125","53,846,142,578,125","14,418,211,669,921,800"
Q7TT50;Q80UW5,Cdc42bpb;Cdc42bpg,NaN,"226,712,841,796,875",NaN,NaN
Q80TV8;Q80TV8-2,Clasp1,"2,692,855,712,890,620","526,813,818,359,375","17,098,446,044,921,800","2,221,784,912,109,370"
Q80U70,Suz12,NaN,NaN,"5,493,611,450,195,310","7,277,535,400,390,620"
Q80U93,Nup214,"282,652,587,890,625","595,556,591,796,875","467,241,357,421,875","45,293,955,078,125"
Q80UG5;Q80UG5-2;Q80UG5-3,Sep/09,"9,571,529,296,875","87,787,548,828,125","47,635,107,421,875","504,527,490,234,375"
Q80UM3,Naa15,NaN,"47,039,736,328,125","6,155,216,796,875","102,843,271,484,375"
Q80UM7,Mogs,"13,578,220,703,125","3,470,223,388,671,870","4,084,213,134,765,620","3,937,322,998,046,870"
Q80UP5,Ankrd13a,"8,630,604,858,398,430","1,006,518,310,546,870","1,283,872,314,453,120","1,503,802,734,375"
Q80UU9,Pgrmc2,"23,228,798,828,125","66,839,384,765,625","10,540,430,908,203,100","12,628,536,376,953,100"
Q80UW8,Polr2e,NaN,"3,212,546,630,859,370",NaN,"2,362,908,935,546,870"
Q80UY1,Carnmt1,NaN,NaN,"13,590,977,783,203,100","10,141,383,056,640,600"
Q80V42;Q80V42-2,Cpm,"2,245,452,880,859,370",NaN,NaN,NaN
Q80V53,Chst14,"110,519,677,734,375",NaN,NaN,NaN
Q80VA0;Q80VA0-2;Q80VA0-3,Galnt7,"10,484,302,978,515,600",NaN,NaN,NaN
Q80VD1,Fam98b,NaN,"3,293,614,501,953,120","2,333,064,208,984,370",NaN
Q80VJ3,Dnph1,NaN,NaN,"9,706,675,415,039,060","2,040,903,076,171,870"
Q80WG5,Lrrc8a,"49,840,155,029,296,800",NaN,NaN,NaN
Q80WJ7,Mtdh,NaN,"393,935,107,421,875","6,375,333,984,375","17,739,512,939,453,100"
Q80X19;Q80X19-2,Col14a1,"1,271,444,140,625","5,686,943,359,375","204,808,154,296,875",NaN
Q80X41;Q80X41-2;Q80X41-3;Q80X41-5,Vrk1,NaN,"3,211,215,576,171,870","17,089,903,564,453,100","19,638,297,119,140,600"
Q80X50;Q80X50-2;Q80X50-4;Q80X50-5,Ubap2l,"52,929,130,859,375","701,508,642,578,125","48,192,607,421,875","94,318,994,140,625"
Q80X73,Pelo,NaN,"4,167,823,181,152,340","12,027,459,716,796,800","1,221,011,474,609,370"
Q80X90,Flnb,"695,634,921,875","1,986,575,390,625","616,131,884,765,625","1,271,453,125"
Q80Y14,Glrx5,"124,389,716,796,875","11,384,484,375","9,867,501,953,125","95,706,474,609,375"
Q80Y44,Ddx10,NaN,NaN,"4,482,525,939,941,400","5,015,351,257,324,210"
Q80Y81;Q80Y81-2,Elac2,NaN,NaN,NaN,"14,590,552,978,515,600"
Q80YR5,Safb2,"14,612,951,171,875","444,681,201,171,875","30,299,609,375","490,475,927,734,375"
Q80Z38;Q80Z38-2,Shank2,"8,047,465,209,960,930",NaN,NaN,NaN
Q80ZV0,Rnaseh2b,NaN,"9,440,372,924,804,680","6,899,517,822,265,620","11,738,521,728,515,600"
Q810A7,Ddx42,NaN,"454,958,056,640,625","4,919,900,390,625","818,910,400,390,625"
Q810B6;Q810B6-2,Ankfy1,NaN,"64,589,697,265,625","576,692,138,671,875","44,513,836,669,921,800"
Q810D6,Grwd1,NaN,"9,187,769,165,039,060","9,263,911,743,164,060","11,075,203,857,421,800"
Q811B1,Xylt1,"6,787,868,041,992,180",NaN,NaN,NaN
Q811D0;Q811D0-2;Q811D0-3,Dlg1,"5,749,661,254,882,810",NaN,"22,137,425,231,933,500",NaN
Q811M1,Arhgap15,NaN,"55,329,443,359,375","2,072,285,614,013,670",NaN
Q812G0;Q812G0-2,Mgat4a,"3,888,020,935,058,590",NaN,NaN,NaN
Q8BFQ4,Wdr82,NaN,NaN,"1,538,206,298,828,120","15,121,025,390,625"
Q8BFR4,Gns,"82,579,658,203,125","280,992,529,296,875","14,896,986,083,984,300","10,776,456,298,828,100"
Q8BFR5,Tufm,"406,706,103,515,625","20,902,626,953,125","158,933,427,734,375","190,953,828,125"
Q8BFY6,Pef1,"197,517,626,953,125","943,456,328,125","934,529,541,015,625","49,369,586,181,640,600"
Q8BFY9;Q8BFY9-2,Tnpo1,"85,972,060,546,875","12,669,943,359,375","10,303,884,765,625","137,334,423,828,125"
Q8BFZ3,Actbl2,"1529874,25","768773,25","417317,75","4,819,443,125"
Q8BFZ9,Erlin2,"20,303,621,826,171,800","271,037,841,796,875","416,769,140,625","23,665,703,125"
Q8BG05,Hnrnpa3,"530,558,984,375","289,166,875","198,462,453,125","260,720,046,875"
Q8BG07;Q8BG07-2,Pld4,NaN,"1,369,064,453,125","10,906,529,296,875","10,771,462,890,625"
Q8BG28,B3galnt2,"3,286,767,272,949,210",NaN,NaN,NaN
Q8BG32,Psmd11,"420,413,916,015,625","7,336,291,015,625","813,388,623,046,875","98,196,416,015,625"
Q8BG67;Q8BG67-2,Efr3a,"10,181,871,337,890,600","4,225,361,633,300,780","48,354,609,375",NaN
Q8BG73,Sh3bgrl2,"18,941,842,041,015,600",NaN,NaN,NaN
Q8BG81,Poldip3,NaN,"11,864,869,384,765,600",NaN,"1,900,707,763,671,870"
Q8BGB7;Q8BGB7-2,Enoph1,"12,362,930,908,203,100","101,867,822,265,625","105,394,775,390,625","13,661,346,435,546,800"
Q8BGC4,Zadh2,NaN,"15,286,097,412,109,300","139,144,384,765,625","1,437,538,330,078,120"
Q8BGD9,Eif4b,NaN,"67,600,947,265,625","62,362,236,328,125","112,951,953,125"
Q8BGH2,Samm50,NaN,"292,227,099,609,375","34,392,646,484,375","3,532,832,275,390,620"
Q8BGQ7,Aars,"6,589,216,796,875","86,142,021,484,375","524,102,099,609,375","77,336,015,625"
Q8BGR9,Ublcp1,"3,535,284,765,625","8,667,901,000,976,560","698,015,869,140,625","5,195,936,889,648,430"
Q8BGS0;Q8BGS0-2,Mak16,NaN,"10,479,365,234,375","18,681,546,630,859,300","250,178,857,421,875"
Q8BGT9,Galnt12,"126,412,666,015,625",NaN,"23,526,278,686,523,400",NaN
Q8BGZ7,Krt75,"128,241,083,984,375","6,883,365,625","626,677,109,375","512,521,875"
Q8BH04,Pck2,"92,663,095,703,125","14,791,904,296,875","15,136,978,515,625","1,927,880,859,375"
Q8BH24,Tm9sf4,"130,632,275,390,625",NaN,NaN,NaN
Q8BH43,Wasf2,"2,023,118,896,484,370","224,974,951,171,875","16,901,260,986,328,100","2,869,537,841,796,870"
Q8BH58,Tiprl,"27,606,171,875","231,284,033,203,125","2,382,166,015,625","5,005,319,519,042,960"
Q8BH59,Slc25a12,"37,109,599,609,375","87,818,193,359,375","130,195,693,359,375","89,041,650,390,625"
Q8BH61,F13a1,NaN,NaN,"731,375,244,140,625","16,110,650,634,765,600"
Q8BH69,Sephs1,"107,811,328,125","4,961,203,125","17,407,803,955,078,100","20,416,915,283,203,100"
Q8BH74,Nup107,NaN,NaN,"1,662,390,380,859,370",NaN
Q8BH93,Mapk1ip1l,NaN,"19,537,938,232,421,800","7,243,209,838,867,180","1,379,926,025,390,620"
Q8BH95,Echs1,"177,186,962,890,625","3,450,708,251,953,120","266,296,533,203,125","2,486,790,283,203,120"
Q8BHB9,Clic6,"74,124,580,078,125",NaN,"377,601,708,984,375",NaN
Q8BHD7;Q8BHD7-2,Ptbp3,"3,405,489,013,671,870","39,500,265,625","238,658,125","210,394,765,625"
Q8BHG1,Nrdc,NaN,"62,003,125","59,387,578,125","1,397,948,828,125"
Q8BHG9,Cggbp1,NaN,"220,335,888,671,875","13,665,120,849,609,300","25,248,525,390,625"
Q8BHH2,Rab9b,"5,339,202,880,859,370",NaN,NaN,NaN
Q8BHJ5;Q9QXE7,Tbl1xr1;Tbl1x,NaN,"1,097,440,673,828,120","6,146,229,858,398,430","17,957,550,048,828,100"
Q8BHL8,Psmf1,NaN,"235,474,658,203,125","19,366,080,322,265,600","20,069,688,720,703,100"
Q8BHN0,Ppm1l,"863,764,453,125",NaN,NaN,"9,326,204,833,984,370"
Q8BHN3;Q8BHN3-2,Ganab,"204,114,140,625","2,803,259,375","20,918,248,046,875","227,744,765,625"
Q8BHS3,Rbm22,NaN,NaN,"13,138,001,708,984,300","22,858,701,171,875"
Q8BHX3;Q8BHX3-2;Q8BHX3-3,Cdca8,NaN,NaN,"9,812,942,504,882,810","11,019,918,212,890,600"
Q8BHY3;Q8BHY3-2,Ano1,"6,305,468,139,648,430",NaN,NaN,NaN
Q8BI08,Mal2,"133,729,482,421,875","2,427,478,515,625","13,728,038,330,078,100",NaN
Q8BIG7,Comtd1,NaN,"3,309,858,093,261,710","2,757,535,743,713,370","5,477,904,052,734,370"
Q8BIJ6,Iars2,"72,901,044,921,875","609,325,537,109,375","570,951,318,359,375","116,145,546,875"
Q8BIJ7,Rufy1,"11,823,962,211,608,800",NaN,"47,817,767,333,984,300",NaN
Q8BIK4;Q8BIK4-2,Dock9,"15,922,198,486,328,100",NaN,NaN,NaN
Q8BIK6,Tmprss7,"3,409,248,046,875","2,384,778,564,453,120",NaN,NaN
Q8BIL5;Q8BIL5-2,Hook1,"3,817,320,251,464,840",NaN,NaN,NaN
Q8BIP0,Dars2,NaN,NaN,NaN,"13,171,422,119,140,600"
Q8BIQ5;Q8BIQ5-2,Cstf2,NaN,"684,239,697,265,625","4,661,994,140,625","708,551,171,875"
Q8BIW1,Prune1,NaN,"6,529,346,923,828,120","619,007,568,359,375",NaN
Q8BJ71,Nup93,"2,318,074,951,171,870","85,144,990,234,375","11,927,501,953,125","1,241,834,375"
Q8BJF9,Chmp2b,"2,759,214,599,609,370","40,267,462,158,203,100","25,113,943,481,445,300","17,237,939,453,125"
Q8BJS4;Q8BJS4-2;Q8BJS4-3,Sun2,"45,330,634,765,625","61,013,134,765,625","18,311,931,640,625","354,258,447,265,625"
Q8BJU0;Q8BJU0-2,Sgta,NaN,"20,042,872,314,453,100","1,474,348,876,953,120","2,298,100,341,796,870"
Q8BJW6;Q8BJW6-2,Eif2a,NaN,"44,967,392,578,125","2,575,663,818,359,370","5,612,802,734,375"
Q8BJY1,Psmd5,"2,838,806,640,625","14,820,810,546,875","133,013,935,546,875","13,119,775,390,625"
Q8BK48,Ces2e,"5,374,052,734,375","8,167,650,390,625","107,503,857,421,875","19,234,283,203,125"
Q8BK63;Q8BK63-2,Csnk1a1,"8,629,368,286,132,810",NaN,NaN,"3,558,159,484,863,280"
Q8BK64,Ahsa1,"4,831,265,625","17,185,234,375","1,726,459,765,625","26,913,833,984,375"
Q8BK67,Rcc2,"18,345,033,203,125","30,247,208,984,375","393,382,109,375","658,370,390,625"
Q8BKC5,Ipo5,NaN,"793,248,876,953,125","157,584,658,203,125","209,766,796,875"
Q8BKG3,Ptk7,"81,686,328,125","12,483,780,670,166,000","422,335,319,519,043",NaN
Q8BKX1;Q8BKX1-2;Q8BKX1-3;Q8BKX1-4,Baiap2,"289,355,390,625",NaN,NaN,NaN
Q8BL00,Cdhr3,"4,142,736,328,125","7,152,219,848,632,810","91,432,255,859,375",NaN
Q8BL66,Eea1,"36,514,775,390,625",NaN,NaN,NaN
Q8BL97;Q8BL97-2;Q8BL97-3;Q8BL97-4,Srsf7,"325,172,119,140,625","3,271,237,109,375","5,681,905,859,375","93,910,671,875"
Q8BLF1,Nceh1,"16,094,168,701,171,800","16,011,390,380,859,300","16,080,867,919,921,800",NaN
Q8BLH7,Hirip3,NaN,NaN,NaN,"2,715,931,396,484,370"
Q8BM55,Tmem214,NaN,NaN,"2,345,791,259,765,620","2,507,727,294,921,870"
Q8BM72,Hspa13,"2,083,158,203,125",NaN,"5,585,213,012,695,310","488,432,861,328,125"
Q8BMA6,Srp68,"122,147,685,546,875","7,789,732,666,015,620","22,592,685,546,875","243,125,537,109,375"
Q8BMD8,Slc25a24,NaN,"14,870,587,158,203,100","155,960,302,734,375","9,205,588,989,257,810"
Q8BMF4,Dlat,"2,488,319,140,625","92,086,201,171,875","15,172,814,453,125","74,973,046,875"
Q8BMJ2,Lars,"21,962,177,734,375","590,957,470,703,125","501,446,337,890,625","7,519,939,453,125"
Q8BMK4,Ckap4,"2,017,545,703,125","96,917,001,953,125","122,230,322,265,625","93,526,943,359,375"
Q8BML9,Qars,NaN,"63,421,611,328,125","62,951,279,296,875","80,194,453,125"
Q8BMN4,Lmln,NaN,NaN,NaN,NaN
Q8BMS1,Hadha,"53,347,421,875","16,369,900,390,625","194,996,328,125","15,715,375"
Q8BNU0,Armc6,NaN,NaN,"25,813,857,421,875",NaN
Q8BP47,Nars,NaN,"692,670,751,953,125","72,182,958,984,375","69,267,177,734,375"
Q8BP48,Metap1,"1,054,669,921,875",NaN,NaN,"9,086,510,620,117,180"
Q8BP67,Rpl24,"2,346,736,572,265,620","430,791,015,625","3,704,073,046,875","6,288,819,140,625"
Q8BPB0;Q921Y0;Q921Y0-2,Mob1b;Mob1a;Mob1a,NaN,"18,663,876,056,671,100",NaN,"5,044,620,361,328,120"
Q8BPB5,Efemp1,"8,968,379,516,601,560",NaN,NaN,NaN
Q8BPG6,Sumf2,"9,018,748,046,875",NaN,"957,890,380,859,375",NaN
Q8BRF7;Q8BRF7-3,Scfd1,"703,938,232,421,875",NaN,NaN,"49,724,578,857,421,800"
Q8BRH0;Q8BRH0-2,Tmtc3,"943,241,796,875",NaN,NaN,NaN
Q8BRN9,Cc2d1b,NaN,"792,078,369,140,625","10,725,655,517,578,100","1,509,585,205,078,120"
Q8BRT1,Clasp2,NaN,NaN,"15,169,964,599,609,300","316,493,310,546,875"
Q8BSM7,Slc43a1,NaN,"2,554,799,560,546,870","2,355,305,908,203,120","13,344,022,216,796,800"
Q8BSY0,Asph,"268,565,546,875","9,458,991,088,867,180","353,716,552,734,375","30,444,423,828,125"
Q8BSY0-2,Asph,NaN,NaN,"2,367,389,892,578,120","44,588,262,939,453,100"
Q8BT60,Cpne3,"1,483,217,578,125","77,334,677,734,375","733,683,154,296,875","620,763,134,765,625"
Q8BTI8;Q8BTI8-3,Srrm2,"6,195,640,258,789,060","122,647,314,453,125","100,604,365,234,375","112,961,904,296,875"
Q8BTM8,Flna,"17,891,431,640,625","578,886,796,875","427,941,875","354,711,328,125"
Q8BTS4,Nup54,"2,558,814,453,125",NaN,"2,199,724,853,515,620","23,214,619,140,625"
Q8BTV2;Q8BTV2-2,Cpsf7,"1,751,834,228,515,620","1,087,614,013,671,870",NaN,"78,768,515,625"
Q8BTW3,Exosc6,NaN,"2,310,642,578,125","31,423,486,328,125","297,564,111,328,125"
Q8BTZ7,Gmppb,NaN,"13,176,529,541,015,600","884,749,267,578,125","14,321,180,419,921,800"
Q8BU30,Iars,"2,202,264,453,125","87,539,365,234,375","102,265,126,953,125","10,629,322,265,625"
Q8BU33;Q8BU33-2;Q8BU33-3,Ilvbl,"494,644,873,046,875",NaN,"6,138,344,116,210,930","3,297,333,679,199,210"
Q8BUI3,LRWD1,NaN,"6,424,589,538,574,210","6,572,247,314,453,120","10,655,181,884,765,600"
Q8BUK6,Hook3,"10,470,277,099,609,300","2,700,337,829,589,840","3,463,548,583,984,370",NaN
Q8BVD5,Mpp7,"12,582,896,728,515,600",NaN,NaN,NaN
Q8BVF2,Pdcl3,NaN,"1,495,964,599,609,370","13,739,041,748,046,800","192,612,451,171,875"
Q8BVG4;Q8BVG4-2,Dpp9,"7,809,609,375","375,266,455,078,125","1,389,155,517,578,120",NaN
Q8BVI4,Qdpr,"2,703,986,572,265,620","523,281,396,484,375","52,795,087,890,625","714,591,064,453,125"
Q8BVU5,Nudt9,"2,530,747,802,734,370","158,110,546,875","9,566,636,962,890,620","1,641,651,611,328,120"
Q8BVY0,Rsl1d1,NaN,"1,995,569,580,078,120","205,431,591,796,875","2,953,074,462,890,620"
Q8BW10,Nob1,NaN,"216,312,255,859,375","138,783,837,890,625","3,062,067,626,953,120"
Q8BWP8;Q8BWP8-2,B4gat1,"2,388,852,734,375","2,710,891,357,421,870",NaN,NaN
Q8BWR2;Q8BWR2-2,Pithd1,"83,248,291,015,625",NaN,NaN,NaN
Q8BWT1,Acaa2,"236,991,748,046,875","21,115,044,921,875","2,842,488,671,875","2,009,159,765,625"
Q8BWU5,Osgep,"2,094,450,927,734,370","736,803,955,078,125","1,129,662,841,796,870",NaN
Q8BWY3,Etf1,"62226,25","124,097,900,390,625","11,862,630,859,375","18,862,615,234,375"
Q8BWZ3;Q8BWZ3-2,Naa25,NaN,NaN,NaN,"18,034,661,865,234,300"
Q8BXZ1,Tmx3,NaN,"2,092,028,564,453,120",NaN,"11,453,251,953,125"
Q8BY71,Hat1,"455,798,779,296,875","701,421,875","67,740,458,984,375","784,413,818,359,375"
Q8BY87;Q8BY87-2,Usp47,"5,824,278,564,453,120","577,505,615,234,375","8,122,800,903,320,310","9,206,876,220,703,120"
Q8BYA0,Tbcd,NaN,NaN,"11,753,179,931,640,600","16,881,085,205,078,100"
Q8BYC6,Taok3,"5,065,831,298,828,120","122,622,216,796,875","177,034,375","18,662,171,630,859,300"
Q8BYK8,Zc3h6,"11,923,865,966,796,800","21,802,236,328,125","279,872,509,765,625","315,135,546,875"
Q8BYW1;Q8BYW1-2;Q8BYW1-3,Arhgap25,NaN,"9,651,954,345,703,120","1,954,985,809,326,170","12,244,811,248,779,200"
Q8BYY4,Ttc39b,"12,459,844,970,703,100",NaN,NaN,NaN
Q8BZ09,Slc25a21,NaN,"582,555,859,375","736,334,912,109,375","780,378,125"
Q8BZW8,Nhlrc2,NaN,NaN,NaN,"39,600,360,107,421,800"
Q8BZX4;Q8BZX4-2,Srek1,NaN,NaN,"283,584,521,484,375","2,422,309,814,453,120"
Q8C052,Map1s,NaN,"13,076,885,986,328,100","7,344,367,065,429,680","9,590,089,111,328,120"
Q8C078;Q8C078-2;Q8C078-3;Q8C078-4;Q8C078-5,Camkk2,"30,300,734,375","221,153,359,375",NaN,NaN
Q8C0C7,Farsa,"148,495,146,484,375","133,727,509,765,625","116,315,390,625","148,845,517,578,125"
Q8C0E2,Vps26b,NaN,"2,510,386,962,890,620","227,874,365,234,375","14,889,818,115,234,300"
Q8C0L0,Tmx4,NaN,"189,106,640,625","368,913,427,734,375","15,006,669,921,875"
Q8C0M9,Asrgl1,NaN,"2,470,937,109,375","23,407,416,015,625","1,778,611,328,125"
Q8C102,Galnt5,"3,781,540,625",NaN,NaN,NaN
Q8C129,Lnpep,"4,028,117,431,640,620",NaN,"1,465,048,828,125","166,406,787,109,375"
Q8C166,Cpne1,"807,203,759,765,625","118,986,826,171,875","89,315,859,375","97,805,751,953,125"
Q8C1A5,Thop1,"89,842,861,328,125","3,627,816,650,390,620","11,420,906,982,421,800","3,482,448,974,609,370"
Q8C1B7;Q8C1B7-2;Q8C1B7-3,Sep/11,"10,694,275,390,625","43,292,607,421,875","55,393,779,296,875","71,649,599,609,375"
Q8C1D8,Iws1,NaN,NaN,"20,127,364,501,953,100","2,284,162,353,515,620"
Q8C2Q3,Rbm14,"2,502,004,150,390,620","94,797,158,203,125","7,160,814,453,125","118,135,244,140,625"
Q8C3I8,Hgh1,NaN,NaN,"2,748,417,053,222,650","14,417,686,462,402,300"
Q8C3K6,Slc5a1,"17,176,407,470,703,100",NaN,NaN,NaN
Q8C4J7,Tbl3,NaN,NaN,"380,204,443,359,375","42,223,369,140,625"
Q8C4U3,Sfrp1,"7,391,296,875",NaN,"11,366,739,501,953,100","7,391,210,327,148,430"
Q8C570,Rae1,"16,965,460,205,078,100","723,175,634,765,625","643,162,353,515,625","7047,5"
Q8C5H8;Q8C5H8-2;Q8C5H8-3;Q8C5H8-4,Nadk2,NaN,"36,174,267,578,125","30,617,099,609,375","489,693,359,375"
Q8C6G8,Wdr26,"2,250,830,810,546,870","2,563,962,890,625","512,298,681,640,625",NaN
Q8C7Q4,Rbm4,"1,119,419,677,734,370",NaN,NaN,"38,191,015,625"
Q8C7U7,Galnt6,"18,385,310,546,875",NaN,NaN,"10,145,439,453,125"
Q8C7X2;Q8C7X2-2,Emc1,"579,889,404,296,875","22,446,367,740,631,100","5,257,490,844,726,560","14,318,500,757,217,400"
Q8C854;Q8C854-1;Q8C854-2;Q8C854-3,Myef2,NaN,NaN,"14,110,880,126,953,100","19,184,971,923,828,100"
Q8C863;Q8C863-2,Itch,"34,146,421,875","4,827,603,515,625",NaN,NaN
Q8C9S4,Ccdc186,"12,125,804,443,359,300",NaN,NaN,NaN
Q8CA72,Gan,"243,543,203,125",NaN,NaN,NaN
Q8CAQ8;Q8CAQ8-2;Q8CAQ8-5,Immt,"3,691,176,953,125","93,083,583,984,375","11,563,689,453,125","97,509,365,234,375"
Q8CB27,Yod1,"30,584,443,359,375",NaN,NaN,NaN
Q8CB49,Tprg1,"4,501,177,734,375",NaN,NaN,NaN
Q8CB77,Eloa,NaN,"13,993,898,010,253,900","4,474,396,057,128,900",NaN
Q8CBR6,Tsku,"20,476,182,861,328,100",NaN,NaN,NaN
Q8CBW3;Q8CBW3-2;Q8CBW3-3;Q8CBW3-4;Q8CBW3-5,Abi1,"1,734,294,921,875","3,906,210,693,359,370",NaN,"20,855,546,875"
Q8CBY8;Q8CBY8-2,Dctn4,"2,928,013,671,875",NaN,"147,893,115,234,375",NaN
Q8CCF0;Q8CCF0-2,Prpf31,"3,870,711,669,921,870","46,450,947,265,625","476,523,388,671,875","52,756,279,296,875"
Q8CCJ3;Q8CCJ3-1,Ufl1,"85,529,951,171,875",NaN,NaN,NaN
Q8CCK0,H2afy2,"512,425,439,453,125","9,945,451,171,875","1,652,173,828,125","97,637,763,671,875"
Q8CCM6-2,Timm21,NaN,"11,363,780,975,341,700","4,993,640,441,894,530","4,290,600,891,113,280"
Q8CCP0;Q8CCP0-2;Q8CCP0-3;Q8CCP0-4,Nemf,NaN,NaN,"4,167,391,357,421,870","11,218,712,158,203,100"
Q8CCS6;Q8CCS6-2,Pabpn1,"2,987,255,615,234,370","640,594,091,796,875","614,816,748,046,875","846,640,625"
Q8CCX5;Q8CCX5-2,Krt222,NaN,"578,168,603,515,625","2,483,760,986,328,120","8,157,324,829,101,560"
Q8CD92;Q8CD92-2,Ttc27,NaN,"2,940,247,802,734,370","632,016,845,703,125","11,951,859,130,859,300"
Q8CDG5,Crebrf,"2,367,796,630,859,370","956,308,984,375","98,623,609,375","171,591,015,625"
Q8CDM1;Q8CDM1-2,Atad2,NaN,"6,073,488,159,179,680","10,117,711,791,992,100","1,184,753,173,828,120"
Q8CDN6,Txnl1,"1,672,446,484,375","1,824,075,390,625","147,927,626,953,125","2,265,000,390,625"
Q8CE08;Q8CE08-2,Acpp,"384,799,853,515,625",NaN,NaN,NaN
Q8CEC0;Q8CEC0-2;Q8CEC0-3,Nup88,NaN,"11,435,770,263,671,800","20,311,578,369,140,600","25,977,119,140,625"
Q8CF66,Lamtor4,"3,896,675,048,828,120","2,881,867,431,640,620","16,109,400,634,765,600","1,510,391,357,421,870"
Q8CFE2,Hpf1,NaN,"85,805,205,078,125","103,098,291,015,625","145,399,345,703,125"
Q8CFE3,Rcor1,NaN,NaN,"776,527,099,609,375","10,914,617,919,921,800"
Q8CFG9;Q8CG16,C1rb;C1ra,"34,200,283,203,125",NaN,NaN,NaN
Q8CFI7,Polr2b,"5,268,595,703,125","1,479,918,701,171,870","11,465,501,708,984,300",NaN
Q8CFQ3,Aqr,NaN,"19,367,188,720,703,100","29,745,546,875","275,576,416,015,625"
Q8CG47,Smc4,NaN,"86,991,982,421,875","65,679,619,140,625","8,156,517,578,125"
Q8CG48,Smc2,"6,122,537,109,375","785,632,373,046,875","86,071,962,890,625","10,161,828,125"
Q8CG76,Akr7a2,"4,596,579,284,667,960",NaN,NaN,"3,311,506,591,796,870"
Q8CGC7,Eprs,"2,773,698,486,328,120","749,513,671,875","79,507,041,015,625","117,867,099,609,375"
